id,seller,price,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id
324,3,7876160,60.4,22,23.1,11,2,,2.65,0,2,0,1,,,,1,7664
325,3,7852680,59.4,13,30.9,9,2,,2.65,0,2,0,1,,,,1,5293
326,3,7975290,77.43,18.8,20.4,2,3,,2.65,0,2,0,1,,,,1,6703
327,3,7983990,66.7,19.5,25.5,1,2,,2.65,0,2,0,1,,,,1,3465
328,3,7975000,72.5,12.6,41.9,2,3,,2.65,0,2,1,1,,,,1,400
329,3,7921207,75.4,19.1,33.2,2,2,,2.89,2,1,1,0,,,,1,8057
330,3,7956000,60,20.9,23.4,1,2,,2.65,0,2,0,1,,,,1,3092
331,3,7910670,57.7,21.1,21,7,2,,2.65,0,2,0,1,1,0,,1,8281
332,3,7924945,51.5,,,8,2,,,,,,,1,0,,1,4560
333,3,8022300,60.5,22,23.1,17,2,,2.65,0,2,0,1,,,,1,7078
334,3,8037000,68.4,11.3,28,2,2,,2.65,0,2,0,1,,,,1,5751
335,3,8019000,59.4,22.3,23.6,1,2,,2.65,0,1,0,1,,,,1,6839
336,1,8125000,67.7,,,9,3,,,2,0,1,0,0,1,,1,8601
337,,8120111,64,16.2,31,2,2,,2.89,1,1,1,0,,,,1,1602
338,2,8140000,81.4,10.4,50,2,3,,,0,1,1,1,1,0,,1,3669
339,3,8239870,74.3,12.6,41.9,5,3,,2.65,0,2,1,1,1,0,,1,4162
340,3,8204560,68.6,21.6,31.5,2,2,,2.65,0,2,0,1,,,,1,5033
341,1,8200000,70,15.8,30,5,2,1,2.75,0,1,1,1,0,1,1,1,5001
342,3,8178000,72.5,12.6,41.9,10,3,,2.65,0,2,1,1,,,,1,9522
343,3,8169600,69,17.4,35.8,2,3,,2.65,0,2,1,1,,,,1,4162
344,3,8194419,66.1,21.5,28.9,2,2,,2.89,1,1,1,0,,,,1,8939
345,3,8244914,68.5,16.2,36.4,13,2,,2.89,1,1,1,0,0,1,,1,654
346,3,8299900,71,22.1,32.7,3,2,,2.65,0,2,0,1,,,,1,5033
347,3,8262160,74.3,12.6,41.9,5,3,,2.65,0,2,1,1,1,0,,1,9522
348,3,8265540,69.4,17.8,35.6,2,3,,2.65,0,2,1,1,,,,1,4076
349,3,8287900,67,19.5,25.5,1,2,,2.65,0,2,0,1,,,,1,7078
350,3,8295550,66.1,19.9,31.6,4,2,,2.65,0,2,0,1,,,,1,3465
351,3,8308000,67,19.5,25.5,1,2,,2.65,0,2,0,1,,,,1,3221
352,3,8319920,66.4,20.3,31.4,2,2,,2.65,0,2,0,1,,,,1,7078
353,3,8378000,71,23,31.2,2,2,,2.65,0,2,0,1,,,,1,7664
354,3,8300180,70.7,22.7,31.2,4,2,,2.65,0,2,0,1,,,,1,3465
355,3,8340453,70.8,25.9,31.9,2,2,,2.89,1,1,1,0,,,,1,8057
356,3,8358585,63.9,,33.7,2,2,,,,,,,1,0,,1,4390
357,3,8429526,67.3,21.4,30.7,2,2,,3.19,1,1,1,0,,,,1,654
358,3,8486840,66.2,20.3,31.4,4,2,,2.65,0,2,0,1,,,,1,7664
359,3,8486287,54.07,6.1,23.1,12,2,,2.8,1,0,,,1,1,,1,3796
360,3,8462644,66.2,21.5,28.9,2,2,,2.89,1,1,1,0,,,,1,3721
361,3,8514880,65.6,18.6,30.3,2,2,,2.65,2,0,0,1,,,,1,5751
362,3,8536200,69.4,17.8,35.6,3,3,,2.65,0,2,1,1,,,,1,3465
363,3,8501758,66.1,21.5,28.9,2,2,,2.89,1,1,1,0,,,,1,1602
364,3,8549143,63.1,,32.3,5,2,,,,,,,1,0,,1,4390
365,3,8588880,60.4,22.8,23.7,16,2,,2.65,0,1,0,1,,,,1,5751
366,3,8620416,66.2,17.7,31.8,2,2,,2.89,1,0,1,0,,,,1,8057
367,1,8700000,57.6,11.2,37.2,2,2,1,,1,0,1,0,,,2,2,5980
368,3,8683420,70.5,21.2,29.8,2,2,,3.19,1,1,1,0,,,,1,654
369,3,8666000,61.9,,35.8,8,2,,3,0,1,1,0,0,1,,1,8498
370,3,8798214,80.2,33.9,27.3,6,2,,2.89,1,1,1,0,0,1,,1,654
371,3,8758280,69.4,17.8,35.6,4,3,,2.65,0,2,1,1,,,,1,5293
372,3,8758280,69.4,17.9,35.6,7,3,,2.65,0,2,1,1,,,,1,7664
373,3,8871277,87.4,26.5,39.7,2,3,,2.89,1,1,1,0,0,1,,1,654
374,3,8823780,84.6,14.1,43.3,1,3,,2.65,0,2,1,1,,,,1,4162
375,3,8875440,75.6,8.2,52.3,3,3,,2.65,0,2,1,1,,,,1,5033
376,1,8800000,68.8,19.1,31,4,2,,,1,1,1,1,0,1,0,1,7628
377,3,8897520,78.6,22.5,40.8,10,3,,2.65,0,2,1,1,,,,1,9522
378,0,8800000,66.2,12.3,35.2,2,2,1,3,2,0,1,0,0,1,0,1,5966
379,3,8940443,82.8,25.8,34.1,5,2,,2.89,1,1,1,0,0,1,,1,654
380,3,8970660,77.4,17.5,42,6,3,,2.65,0,2,1,1,,,,1,5033
381,1,8950000,87.1,20,44,4,2,1,,0,1,,,0,2,1,1,1371
382,3,9009490,79.1,22.9,40.9,19,3,,2.65,0,2,1,1,,,,1,8281
383,1,9000000,52.1,9.2,26.8,3,2,1,2.9,1,0,1,1,0,1,2,1,4692
384,3,9053979,72.5,22.3,33.7,2,2,,3.19,1,1,1,0,,,,1,654
385,1,9000000,81.1,14.6,45,7,3,,,0,1,,,1,0,0,1,7496
386,3,9001468,75.6,19.4,33.4,2,2,,2.89,2,1,1,0,,,,1,8057
387,3,9102520,81.2,17.1,45,2,3,,2.65,0,2,1,1,,,,1,5033
388,3,9149520,80.4,17.5,41.5,1,3,,2.65,0,2,1,1,,,,1,7664
389,3,9133623,74.1,13,43.4,11,3,,2.89,1,1,1,0,1,0,,1,5540
390,3,9172280,80.6,17.5,41.5,1,3,,2.65,0,2,1,1,,,,1,7078
391,3,9101640,87.6,19.9,45.3,2,3,,2.65,0,2,1,1,,,,1,4162
392,3,9149014,85.9,30.8,34.5,3,2,,2.89,2,0,1,0,0,1,,1,654
393,3,9111680,73.6,13,42,7,3,,2.65,0,2,1,1,,,,1,3092
394,3,9123751,72.3,22.3,33.5,2,2,,3.19,1,1,1,0,,,,1,654
395,,9100000,42.9,14,17,21,1,,2.65,1,0,1,0,1,0,3,1,9468
396,3,9204060,78.6,22.9,40.9,2,3,,2.65,0,2,1,1,,,,1,400
397,3,9219510,80.1,17.5,41.5,1,3,,2.65,0,2,1,1,,,,1,3465
398,1,9300000,58.4,9.6,30.2,7,2,1,,0,1,1,1,1,1,2,2,8588
399,3,9322920,84.6,14.6,43.4,2,3,,2.65,0,2,1,1,,,,1,3465
400,3,9406920,84.9,14.3,43.8,5,3,,2.65,0,2,1,1,,,,1,5033
401,3,9440460,87.9,19.9,45.5,2,3,,2.65,0,2,1,1,,,,1,3465
402,3,9432278,74.59,10.1,44.2,13,3,,2.8,1,1,1,1,0,1,,1,7131
403,3,9409005,91.6,19.2,48.1,3,3,,2.89,2,1,1,0,0,1,,1,8057
404,3,9418680,68.4,12.4,39.4,16,3,,2.65,0,2,1,1,,,,1,5751
405,,35490000,80.1,,,69,2,,3.5,0,2,,,,,,1,5745
406,3,9503242,71.4,13,40.7,9,3,,2.89,1,1,1,0,0,1,,1,8939
407,3,9509289,78.1,17.4,40.4,2,3,,2.89,1,1,1,0,,,,1,8939
408,2,9500000,63.5,12,29,8,2,1,,1,1,1,0,0,1,0,1,8631
409,3,9546516,78.2,14,42.6,3,3,,2.89,1,1,1,0,0,1,,1,3721
410,3,9641040,94.52,6.2,61.3,15,4,,2.7,0,2,,,0,1,,1,6703
411,2,9600000,44,14,16,3,1,,,1,0,1,0,1,0,2,1,8790
412,3,9678646,79,13,48.3,6,3,,2.89,1,1,1,0,0,1,,1,8939
413,3,9651960,72.9,13,42,1,3,,2.65,0,2,1,1,,,,1,4028
414,3,9836487,80.7,16,42.9,4,3,,2.89,1,1,1,0,0,1,,1,3721
415,1,9850000,81,11,44,11,3,,,0,1,1,1,0,2,1,1,2086
416,3,9934030,94.7,22.5,42.5,5,3,,2.65,2,0,1,1,,,,1,5751
417,3,9920740,80.2,17.5,41.5,11,3,,2.65,0,2,1,1,,,,1,7078
418,3,9928860,76.2,9,52.1,8,3,,2.65,0,2,1,1,,,,1,7078
419,3,9920703,88.2,30.3,34.1,11,2,,2.89,2,0,1,0,0,1,,1,654
420,3,9928760,80.2,17.5,41.5,12,3,,2.65,0,2,1,1,,,,1,5293
421,3,9957850,80.5,17.1,47.4,1,3,,2.65,0,2,1,1,1,0,,1,6839
422,0,9990000,78.2,22.1,37.2,2,2,1,2.8,0,1,1,1,0,1,0,1,7250
423,2,10000000,52.2,11.8,26.2,12,2,1,2.65,0,2,0,1,,,1,1,4162
424,2,10100000,59.4,12.9,30.5,17,2,1,2.75,0,1,1,0,0,1,3,1,4596
425,,10100000,78.6,11,45.3,10,3,,,1,1,1,0,0,2,0,1,2969
426,3,10221508,96.6,13.3,49.2,2,3,,2.89,1,1,1,0,,,,1,8939
427,3,10173516,81.9,17.8,42.8,10,3,,2.89,1,1,1,0,0,1,,1,8057
428,2,10189999,101.9,12.6,65.9,4,3,,,0,1,1,1,1,0,,1,3669
429,3,10186041,86.3,23.4,42.2,2,3,,2.89,2,0,1,0,,,,1,8057
430,3,10263760,92.3,22.1,45.1,2,3,,2.65,0,2,1,1,,,,1,3221
431,3,10266250,95.5,22.1,42.7,2,3,,2.65,2,0,1,1,,,,1,4028
432,1,10300000,87.3,15.5,54,1,3,1,3.1,0,2,1,1,0,1,2,1,1976
433,1,10500000,55,,,6,2,,,1,0,,,1,0,3,1,7880
434,3,10467018,77.02,5,41.7,10,3,,2.8,1,0,,,1,1,,1,3796
435,0,10500000,76.2,11,44.8,6,3,1,3,0,2,1,1,2,0,0,1,982
436,3,10635200,78.2,,43.3,13,3,,3,0,1,1,0,0,1,,1,8498
437,3,10624582,97.5,13.3,49.2,5,3,,2.89,1,1,1,0,0,1,,1,1602
438,3,10635716,86.8,11.5,56.1,12,4,,2.89,1,1,1,0,0,1,,1,8939
439,3,10570184,92.8,24.3,45.1,2,3,,2.89,1,1,1,0,,,,1,3721
440,3,10724334,97.5,13.3,49.2,5,3,,2.89,1,1,1,0,0,1,,1,8939
441,,35500000,110,14.8,65,2,3,1,,0,2,1,0,,,2,2,1019
442,3,10715661,96.9,13.3,49.2,10,3,,2.89,1,1,1,0,0,1,,1,1602
443,3,10750656,72.96,13.5,28.8,14,2,,2.8,1,0,,,1,1,,1,3796
444,3,10841730,84.9,14.6,43.4,9,3,,2.65,0,2,1,1,,,,1,7664
445,3,10759680,93.4,21.2,53.5,1,3,,2.65,0,2,1,1,,,,1,6839
446,3,10873500,65.9,,35.2,11,2,,3,0,1,1,0,0,1,,1,5966
447,3,10824280,92.2,21.7,45.5,9,3,,2.65,0,2,1,1,,,,1,4076
448,3,10902940,86.6,18.9,45.2,9,3,,2.65,0,2,1,1,,,,1,7664
449,3,10983558,65.32,11.1,25.9,10,2,,2.8,1,0,,,1,1,,1,3796
450,3,10989209,95.1,19.2,53,2,3,,2.89,2,1,1,0,,,,1,8057
451,3,11040465,96,15,49.9,7,3,,2.89,2,1,1,0,0,1,,1,8057
452,,43000000,130,20,80,11,4,,,2,0,1,1,,,3,1,4328
453,3,16968300,69.4,22.6,39.5,2,2,,3.3,0,1,1,1,0,1,,1,8078
454,,23990000,70,20,40,26,2,0,3.2,1,0,0,1,,,3,2,1240
455,3,32268200,101.45,,,1,3,,,,,,,,,,1,6542
456,3,10437882,54.62,12.9,29.1,2,2,,3.1,0,1,,,,,,1,3029
457,3,37654799,107.6,,,16,3,,,,,,,,,,1,6542
458,,46000000,226,21,142,6,5,1,3.3,2,1,1,1,,,0,1,1240
459,,100000000,250.3,25,154,5,6,,,4,0,1,1,1,0,3,1,5516
460,,13490000,47,10,23,19,1,,,,,1,0,,,0,2,9258
461,3,15110400,78.7,29.2,27,10,2,,,0,1,,,,,,1,1352
462,,20650000,96,14,55.6,21,3,,3,1,1,1,1,1,0,0,1,4501
463,,27950000,134,26,73,16,4,,3.2,,,1,1,1,0,0,2,2885
464,,32000000,82.8,,47,5,3,,,2,0,1,0,,,3,2,2864
465,,35000000,173,20,,38,4,,3.1,2,0,1,1,,,0,1,1240
466,,37654800,107.06,16,73,16,3,1,3,2,0,1,1,,,0,1,6542
467,3,23049600,89.6,8.3,54.4,13,4,,3.3,0,2,1,1,0,1,,1,8078
468,3,16857810,98.4,35.4,48.7,22,3,,3,2,0,1,1,,,,1,1692
469,3,16951000,73.7,,,8,3,,3.1,,,,,,,,1,5286
470,3,24722160,86.2,8.3,55.4,10,3,,3.3,1,1,1,1,0,1,,1,8078
471,,32990000,125,20,104,8,3,1,,2,0,1,1,,,1,2,1240
472,,11500000,46,10,20,28,1,,,1,0,1,0,0,1,0,1,3655
473,3,12186888,57.84,15.2,30.8,10,2,,3.1,0,1,,,,,,1,3029
474,,22000000,73,13,36,7,2,,,,,1,0,,,,2,9258
475,,33000000,116,13,64,18,4,,,,,1,0,,,,2,9258
476,,9903999,54.8,,,11,1,,2.8,,,,,,,0,1,3808
477,3,13770000,76.5,19,33.1,2,3,,3.1,1,1,1,0,,,,1,5286
478,,35779196,91.8,,,11,1,,,,,,,,,1,1,2401
479,,24635184,76.52,13.5,53,10,2,1,3,2,0,1,0,,,0,1,6542
480,,28570768,89.92,18.8,40,10,2,1,3,2,0,1,0,,,0,1,6542
481,,37128596,112.97,15,73,14,3,,3,1,0,1,0,,,0,1,6542
482,,41990000,130,20,60,22,3,,,2,0,,,,,3,2,2612
483,,45000000,125,35,70,29,3,,3.1,2,0,0,1,,,3,2,2877
484,3,7730530,33.35,11,13.3,16,1,,3.1,1,0,,,,,,1,3029
485,3,12117770,59.9,10.1,27,1,2,,3,0,1,,,,,,1,6493
486,3,14199599,40.2,,,13,1,,,,,,,,,,1,6542
487,3,16819959,50.03,16.5,15.8,5,1,,,1,0,,,1,0,,1,6542
488,,28000000,96,17,56,34,3,,,,,1,0,,,0,2,9258
489,,31500000,81,25,45,17,3,,3.1,2,0,1,1,,,3,2,4886
490,,36900000,120,20,60,18,3,,,1,1,1,0,,,3,2,5516
491,3,37906700,108.95,,,15,3,,,,,,,,,,1,6542
492,,43000000,130,20,80,11,4,,,2,0,1,1,0,1,3,1,4328
493,,45000000,125,,,29,3,,,,,1,1,,,3,1,2877
494,,46000000,226,20,140,6,5,,3.1,3,0,1,1,,,0,1,1240
495,,16900000,84,14.4,45,26,2,,,2,0,0,1,0,2,0,1,3655
496,,38000000,105,22,50,9,3,1,3.05,2,0,0,1,0,1,3,2,2998
497,,65000000,150,20,85,20,3,1,4,1,0,,,,,3,1,2006
498,,26000000,98,17,56,15,3,,,,,1,0,,,0,2,9258
499,,32900000,95,20,60,8,3,,,2,0,,,,,3,2,2612
500,,33990000,100.5,10.7,52.5,9,3,1,3,2,0,1,1,,,3,1,4886
501,3,43042792,191.2,46.4,103.9,10,5,,,0,1,,,0,1,,1,3808
502,,53700000,216,,,27,5,2,,3,0,,,,,,1,4886
503,,60000000,113,,,4,2,,,2,0,1,1,,,0,2,2414
504,,87682770,279.02,20,190,17,5,,3,1,1,1,0,,,0,1,6542
505,,16000000,51,24,,3,1,,3,1,0,1,0,,,2,2,944
506,,16950000,90.3,12.6,51.2,4,3,1,3.1,2,0,1,1,0,1,0,1,9595
507,,29300000,117,12,72,7,3,2,,2,0,1,1,1,1,2,1,8442
508,,32000000,120,13,70,9,4,,,,,1,0,,,,2,9258
509,,32000000,120,13,70,9,4,,,,,1,0,,,0,2,9258
510,,38000000,86,,,2,2,,,,,1,1,,,3,1,4523
511,,44990000,132.5,,,24,4,,,,,,,,,0,2,4328
512,,49700000,150,20,80,22,4,,3.1,2,0,,,,,0,2,2006
513,,39900000,107,,,15,4,,,,,,,,,,0,1628
514,,7000000,37,20,80,22,1,,3.1,2,0,,,,,0,2,8204
515,,7000000,32,20,80,9,1,,3.1,2,0,,,,,0,2,938
516,,15400000,87,20,80,2,4,,3.1,2,0,,,,,0,2,6158
517,,16990000,77.2,20,80,17,3,,3.1,2,0,,,,,0,2,4442
518,,17900000,93,20,80,12,3,,3.1,2,0,,,,,0,2,9595
519,,20013934,100.22,20,80,5,4,,3.1,2,0,,,,,0,2,3029
520,,25300000,109,20,80,23,4,,3.1,2,0,,,,,0,2,3655
521,,25396800,114.4,20,80,17,4,,3.1,2,0,,,,,0,2,4501
522,,25657672,133,20,80,7,4,,3.1,2,0,,,,,0,2,2407
523,,27800000,77,20,80,26,3,,3.1,2,0,,,,,0,2,2343
524,,31000000,87.7,20,80,5,3,,3.1,2,0,,,,,0,2,1628
525,,33900000,86.6,20,80,6,3,,3.1,2,0,,,,,0,2,1628
526,,39100000,80,20,80,20,2,,3.1,2,0,,,,,0,2,1628
527,,39900000,108,20,80,15,3,,3.1,2,0,,,,,0,2,1628
528,,40500000,104.7,20,80,15,3,,3.1,2,0,,,,,0,2,1628
529,,42171899,114.65,20,80,16,4,,3.1,2,0,,,,,0,2,6542
530,,53000000,167,20,80,6,4,,3.1,2,0,,,,,0,2,2249
531,,62000000,120,20,80,3,3,,3.1,2,0,,,,,0,2,4523
532,,68500000,140,20,80,20,4,,3.1,2,0,,,,,0,2,1628
533,,83500000,170,20,80,20,5,,3.1,2,0,,,,,0,2,1628
534,,100000000,250,20,80,5,6,,3.1,2,0,,,,,0,2,5516
535,,105000000,240,20,80,20,6,,3.1,2,0,,,,,0,2,1628
536,,4122689,23.3,20,80,2,1,,3.1,2,0,,,,,0,2,1692
537,,5800000,40,20,80,2,1,,3.1,2,0,,,,,0,2,6025
538,,6100786,45.1,20,80,2,1,,3.1,2,0,,,,,0,2,1692
539,,6345727,37.8,20,80,14,1,,3.1,2,0,,,,,0,2,8204
540,,6908900,37.7,20,80,10,1,,3.1,2,0,,,,,0,2,8204
541,,7200000,24,20,80,7,1,,3.1,2,0,,,,,0,2,3292
542,,7400000,27,20,80,16,1,,3.1,2,0,,,,,0,2,1208
543,,7500000,35.9,20,80,2,1,,3.1,2,0,,,,,0,2,1294
544,,8207900,38.9,20,80,7,1,,3.1,2,0,,,,,0,2,3510
545,,8361188,56.6,20,80,22,2,,3.1,2,0,,,,,0,2,8204
546,,8500000,50,20,80,2,2,,3.1,2,0,,,,,0,2,119
547,,8700000,42,20,80,12,2,,3.1,2,0,,,,,0,2,5844
548,,8965072,65.2,20,80,2,2,,3.1,2,0,,,,,0,2,1692
549,,9313330,40.3,20,80,1,1,,3.1,2,0,,,,,0,2,6493
550,,9376265,39.95,20,80,14,1,,3.1,2,0,,,,,0,2,3029
551,,9500000,43,20,80,14,1,,3.1,2,0,,,,,0,2,4025
552,,9763320,39.4,20,80,6,1,,3.1,2,0,,,,,0,2,6493
553,,9879200,46.6,20,80,15,1,,3.1,2,0,,,,,0,2,1352
554,,9850000,64,20,80,1,3,,3.1,2,0,,,,,0,2,5069
555,,10300000,48.6,20,80,8,2,,3.1,2,0,,,,,0,2,3866
556,,10507000,39.5,20,80,19,1,,3.1,2,0,,,,,0,2,4806
557,,10700000,51,20,80,14,1,,3.1,2,0,,,,,0,2,3655
558,,10850000,50.5,20,80,15,1,,3.1,2,0,,,,,0,2,3655
559,,11465400,58.2,20,80,2,2,,3.1,2,0,,,,,0,2,8036
560,,11699000,76,20,80,13,3,,3.1,2,0,,,,,0,2,2255
561,,12190000,74.7,20,80,15,3,,3.1,2,0,,,,,0,2,1195
562,,12800000,49.4,20,80,19,2,,3.1,2,0,,,,,0,2,2343
563,,13000000,58,20,80,5,3,,3.1,2,0,,,,,0,2,2601
564,,13000000,60,20,80,6,3,,3.1,2,0,,,,,0,2,4085
565,,13192629,54.1,20,80,5,1,,3.1,2,0,,,,,0,2,3808
566,,13173650,49,20,80,16,1,,3.1,2,0,,,,,0,2,4806
567,,13300000,62,20,80,7,2,,3.1,2,0,,,,,0,2,9595
568,,13500000,81,20,80,14,3,,3.1,2,0,,,,,0,2,5967
569,,13400000,60.5,20,80,8,1,,3.1,2,0,,,,,0,2,3655
570,,13668000,59.4,20,80,2,2,,3.1,2,0,,,,,0,2,8078
571,,14200000,74,20,80,8,2,,3.1,2,0,,,,,0,2,9595
572,,14200000,72,20,80,2,3,,3.1,2,0,,,,,0,2,2416
573,,14300000,60,20,80,8,2,,3.1,2,0,,,,,0,2,5380
574,,14500000,64,20,80,1,2,,3.1,2,0,,,,,0,2,3725
575,,14755230,63.3,20,80,17,2,,3.1,2,0,,,,,0,2,6493
576,,15490000,76,20,80,11,2,,3.1,2,0,,,,,0,2,5396
577,,15700000,80.3,20,80,21,3,,3.1,2,0,,,,,0,2,1553
578,,15800000,39.9,20,80,8,1,,3.1,2,0,,,,,0,2,1628
579,,15850000,59.2,20,80,11,2,,3.1,2,0,,,,,0,2,3983
580,,16000000,76,20,80,4,2,,3.1,2,0,,,,,0,2,498
581,,16548200,85.3,20,80,9,2,,3.1,2,0,,,,,0,2,3510
582,,16990000,110,20,80,14,4,,3.1,2,0,,,,,0,2,2588
583,,17388000,75.6,20,80,2,3,,3.1,2,0,,,,,0,2,4806
584,,17622880,74.8,20,80,3,3,,3.1,2,0,,,,,0,2,4806
585,,18425070,98.9,20,80,3,3,,3.1,2,0,,,,,0,2,3747
586,,18500000,75,20,80,3,2,,3.1,2,0,,,,,0,2,9258
587,,18490000,67.1,20,80,12,3,,3.1,2,0,,,,,0,2,7567
588,,18500000,110.8,20,80,21,3,,3.1,2,0,,,,,0,2,3890
589,,19022760,99.7,20,80,8,3,,3.1,2,0,,,,,0,2,3747
590,,18900000,51,20,80,12,1,,3.1,2,0,,,,,0,2,1628
591,,19100000,95.6,20,80,4,3,,3.1,2,0,,,,,0,2,3655
592,,19500000,66.5,20,80,14,3,,3.1,2,0,,,,,0,2,4116
593,,20007000,102.6,20,80,11,3,,3.1,2,0,,,,,0,2,3822
594,,20800000,101.9,20,80,12,4,,3.1,2,0,,,,,0,2,198
595,,21000000,86,20,80,10,3,,3.1,2,0,,,,,0,2,8078
596,,21926000,115.4,20,80,17,4,,3.1,2,0,,,,,0,2,3747
597,,22050000,126,20,80,8,4,,3.1,2,0,,,,,0,2,3747
598,,22225000,127,20,80,10,4,,3.1,2,0,,,,,0,2,3747
599,,23000000,75,20,80,11,1,,3.1,2,0,,,,,0,2,9258
600,,24190000,120.3,20,80,19,3,,3.1,2,0,,,,,0,2,3655
601,,25000000,117,20,80,15,3,,3.1,2,0,,,,,0,2,3655
602,,25000000,117,20,80,15,3,,3.1,2,0,,,,,0,2,3655
603,,24900000,120,20,80,9,3,,3.1,2,0,,,,,0,2,7260
604,,25500000,86,20,80,29,2,,3.1,2,0,,,,,0,2,5516
605,,25500000,95,20,80,3,2,,3.1,2,0,,,,,0,2,4023
606,,26041600,125.2,20,80,5,4,,3.1,2,0,,,,,0,2,3747
607,,26730000,135,20,80,19,4,,3.1,2,0,,,,,0,2,1352
608,,27500000,132,20,80,6,3,,3.1,2,0,,,,,0,2,9462
609,,28000000,96,20,80,34,3,,3.1,2,0,,,,,0,2,9258
610,,29089570,108.2,20,80,28,4,,3.1,2,0,,,,,0,2,4806
611,,30000000,77,20,80,26,3,,3.1,2,0,,,,,0,2,2343
612,,32000000,82.8,20,80,5,3,,3.1,2,0,,,,,0,2,2864
613,,33500000,260,20,80,25,3,,3.1,2,0,,,,,0,2,4584
614,,33899999,115,20,80,12,4,,3.1,2,0,,,,,0,2,2885
615,,34500000,92,20,80,5,2,,3.1,2,0,,,,,0,2,8442
616,,36500000,132.8,20,80,6,3,,3.1,2,0,,,,,0,2,2612
617,,39000000,127,20,80,20,3,,3.1,2,0,,,,,0,2,4584
618,,39800000,126,20,80,12,4,,3.1,2,0,,,,,0,2,2111
619,,39900000,173,20,80,15,4,,3.1,2,0,,,,,0,2,1240
620,,39900000,110,20,80,7,4,,3.1,2,0,,,,,0,2,4328
621,,40280358,133.7,20,80,6,3,,3.1,2,0,,,,,0,2,3808
622,,42510938,208.7,20,80,25,5,,3.1,2,0,,,,,0,2,1692
623,,47036970,143.1,20,80,27,4,,3.1,2,0,,,,,0,2,4806
624,,51000000,212.3,20,80,20,5,,3.1,2,0,,,,,0,2,6411
625,,53700000,216,20,80,30,5,,3.1,2,0,,,,,0,2,4886
626,,36000000,130,15.2,83.1,3,6,1,3.4,0,1,1,1,,,1,1,576
627,,81500000,180,20,80,9,4,,3.1,2,0,,,,,0,2,2612
628,,81500000,180,20,80,9,3,,3.1,2,0,,,,,0,2,2612
629,,100000000,250.3,20,80,5,6,,3.1,2,0,,,,,0,2,5516
630,,174200000,236.9,20,80,3,1,,3.1,2,0,,,,,0,2,5133
631,,300000000,642.1,20,80,5,6,,3.1,2,0,,,,,0,2,3340
632,,12500000,59.7,20,80,15,2,,3.1,2,0,,,,,0,2,8406
633,,24617000,124.8,20,80,14,3,,3.1,2,0,,,,,0,2,1352
634,,20976424,66.4,20,80,13,3,,3.1,2,0,,,,,0,2,5102
635,,52500000,124.3,20,80,4,3,,3.1,2,0,,,,,0,2,1176
636,,6200000,32,20,80,1,1,,3.1,2,0,,,,,0,2,26
637,3,7738047,56,22.3,16.6,6,1,,3,1,0,,,,,,1,1692
638,0,7850000,36,,18,7,1,,,0,1,1,0,1,0,0,1,7092
639,1,9990000,51,11,28.2,16,2,1,,1,0,1,0,0,1,1,1,3291
640,1,19300000,93.3,12.2,52.4,13,3,1,3.1,,,1,1,0,2,,1,9595
641,1,19500000,78,16,39,2,3,1,3,2,0,1,0,1,0,1,1,2407
642,1,23950000,88,12,50,23,3,,,2,0,0,1,,,0,2,7494
643,1,34900000,120,21.5,77.1,11,4,1,,2,0,1,1,,,2,2,4116
644,3,57225939,256.9,8.7,76.5,9,3,,,0,1,,,0,2,,1,3808
645,,99000000,160,18,,5,4,1,,,,,,1,0,3,1,2414
646,1,5650000,36.2,11,14,2,1,,,1,0,1,0,,,,1,6371
647,0,6000000,31,6,18,5,1,,2.64,0,1,1,0,1,0,0,1,7103
648,1,6400000,32,8,16,19,1,,,1,0,1,0,1,0,1,1,1172
649,3,6460065,37.81,10.1,14.6,11,1,,,1,0,,,1,0,,1,6371
650,1,6800000,33,6,18,10,1,,,0,1,,,0,1,1,1,5986
651,1,6850000,35.9,8.7,19.2,4,1,,,0,1,,,1,0,1,1,4203
652,0,7000000,36,10.5,16,24,1,,,1,0,,,1,0,2,1,6371
653,3,7066116,30.51,,18.2,11,1,,3.1,1,0,,,,,,1,3029
654,1,7140000,36.4,7.5,22.6,9,2,,,1,0,1,1,2,0,1,2,26
655,0,7400000,32,9,17,6,1,,2.64,1,0,1,0,1,0,1,2,324
656,1,7800000,31,5.6,18.6,5,1,,2.72,1,0,0,1,1,0,1,1,6012
657,0,7750000,38.2,9.9,19.9,11,1,,2.64,1,0,1,0,1,0,1,1,7440
658,1,7850000,46.7,9.6,31.2,5,2,,,0,1,1,0,1,0,1,1,5862
659,3,8029832,49.8,19.5,13.2,20,1,,3,1,0,,,,,,1,1692
660,,36999999,91.2,22,42.5,9,2,,,1,1,1,0,0,1,2,1,3560
661,2,8200000,30.2,6.3,16.6,15,1,,,0,1,0,1,0,1,1,1,5853
662,3,8262475,53.4,,,15,2,,,,,,,1,0,,1,6371
663,2,8350000,48,6,30,2,2,1,,0,1,1,0,,,0,1,5996
664,3,8383268,53.83,8.2,30.3,17,2,,,0,1,,,2,0,,1,6371
665,3,8448935,53.73,8.2,30.3,12,2,,,0,1,,,2,0,,1,1172
666,3,8642350,59.54,9.8,32,10,2,,,0,1,,,1,0,,1,6025
